title,price,location,bedrooms,bathrooms,listing_url,scraped_at
3 Bed Apartment with En Suite in Kilimani,"KSh 9,000,000",Kilimani,3 Bedrooms,2 Bathrooms,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kilimani-4030215,2026-07-21T13:20:13.507518
2 Bed Apartment with En Suite in Westlands Area,"KSh 7,000,000","Westlands Area, Westlands",2 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-westlands-area-4030212,2026-07-21T13:20:13.507525
2 Bed Apartment with En Suite in Lavington,"KSh 6,000,000",Lavington,2 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-lavington-4030209,2026-07-21T13:20:13.507532
2 Bed Apartment with En Suite in Kileleshwa,"KSh 6,000,000",Kileleshwa,2 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kileleshwa-4030206,2026-07-21T13:20:13.507538
2 Bed Apartment with En Suite in Kilimani,"KSh 6,000,000",Kilimani,2 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kilimani-4030204,2026-07-21T13:20:13.507543
1 Bed Apartment with En Suite in Westlands Area,"KSh 4,000,000","Westlands Area, Westlands",1 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-westlands-area-4030201,2026-07-21T13:20:13.507550
1 Bed Apartment with En Suite in Lavington,"KSh 3,000,000",Lavington,1 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-lavington-4030197,2026-07-21T13:20:13.507555
1 Bed Apartment with En Suite in Kileleshwa,"KSh 3,000,000",Kileleshwa,1 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kileleshwa-4030194,2026-07-21T13:20:13.507562
1 Bed Apartment with En Suite in Kilimani,"KSh 3,000,000",Kilimani,1 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kilimani-4030191,2026-07-21T13:20:13.507567
1 Bed Apartment with En Suite in Westlands Area,"KSh 4,000,000","Westlands Area, Westlands",1 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-westlands-area-4030269,2026-07-21T13:20:13.507574
1 Bed Apartment with En Suite in Westlands Area,"KSh 4,500,000","Westlands Area, Westlands",1 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-westlands-area-4030267,2026-07-21T13:20:13.507579
2 Bed Apartment with Swimming Pool in Rhapta Road,"KSh 13,500,000","Rhapta Road, Westlands",2 Bedrooms,2 Bathrooms,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-rhapta-road-4030258,2026-07-21T13:20:13.507586
1 Bed Apartment with Swimming Pool in Rhapta Road,"KSh 8,800,000","Rhapta Road, Westlands",1 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-rhapta-road-4030249,2026-07-21T13:20:13.507593
2 Bed Apartment with En Suite at Riverside Drive,"KSh 16,000,000","Riverside, Westlands",2 Bedrooms,2 Bathrooms,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-riverside-4030150,2026-07-21T13:20:13.507600
2 Bed Apartment with En Suite in Westlands Area,"KSh 10,500,000","Westlands Area, Westlands",2 Bedrooms,2 Bathrooms,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-westlands-area-4030229,2026-07-21T13:20:13.507607
4 Bed Apartment with En Suite in Kileleshwa,"KSh 13,000,000",Kileleshwa,4 Bedrooms,5 Bathrooms,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kileleshwa-4029938,2026-07-21T13:20:13.507614
3 Bed Apartment with En Suite in Kileleshwa,"KSh 9,000,000",Kileleshwa,3 Bedrooms,3 Bathrooms,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kileleshwa-4029936,2026-07-21T13:20:13.507621
2 Bed Apartment with En Suite in Kileleshwa,"KSh 6,000,000",Kileleshwa,2 Bedrooms,2 Bathrooms,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kileleshwa-4030009,2026-07-21T13:20:13.507628
1 Bed Apartment with En Suite in Kileleshwa,"KSh 3,000,000",Kileleshwa,1 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kileleshwa-4030008,2026-07-21T13:20:13.507635
4 Bed Apartment with En Suite in Lavington,"KSh 13,000,000",Lavington,4 Bedrooms,5 Bathrooms,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-lavington-4029930,2026-07-21T13:20:13.507642
3 Bed Apartment with En Suite in Lavington,"KSh 9,000,000",Lavington,3 Bedrooms,3 Bathrooms,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-lavington-4029928,2026-07-21T13:20:13.507649
1 Bed Apartment with Borehole at Sore Road,"KSh 5,450,000",South B,1 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-south-b-3761296,2026-07-21T13:20:32.166139
Studio Apartment with Swimming Pool at Wood Avenue,"KSh 4,800,000",Kilimani,,1 Bathrooms,https://www.buyrentkenya.com/listings/studio-apartment-for-sale-kilimani-3765713,2026-07-21T13:20:32.166162
Serviced 3 Bed Apartment with En Suite in Lavington,"KSh 20,000,000",Lavington,3 Bedrooms,5 Bathrooms,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-lavington-3686754,2026-07-21T13:20:32.166169
2 Bed Apartment with En Suite in Lavington,"KSh 6,000,000",Lavington,2 Bedrooms,2 Bathrooms,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-lavington-4029925,2026-07-21T13:20:32.166176
1 Bed Apartment with En Suite in Lavington,"KSh 3,000,000",Lavington,1 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-lavington-4029923,2026-07-21T13:20:32.166182
2 Bed Apartment with En Suite at Riverside Drive,"KSh 15,800,000","Riverside, Westlands",2 Bedrooms,2 Bathrooms,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-riverside-4030148,2026-07-21T13:20:32.166188
1 Bed Apartment with Swimming Pool at Muthithi Road,"KSh 7,500,000","Westlands Area, Westlands",1 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-westlands-area-4030146,2026-07-21T13:20:32.166195
1 Bed Apartment with Swimming Pool at Muthithi Road,"KSh 7,000,000","Westlands Area, Westlands",1 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-westlands-area-4030145,2026-07-21T13:20:32.166201
1 Bed Apartment with Swimming Pool at Muthithi Road,"KSh 8,000,000","Westlands Area, Westlands",1 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-westlands-area-4030144,2026-07-21T13:20:32.166208
2 Bed Apartment with En Suite at Mvuli Road,"KSh 11,500,000","Westlands Area, Westlands",2 Bedrooms,2 Bathrooms,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-westlands-area-4030143,2026-07-21T13:20:32.166215
1 Bed Apartment with Swimming Pool at Mvuli Road,"KSh 8,000,000","Westlands Area, Westlands",1 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-westlands-area-4030141,2026-07-21T13:20:32.166224
1 Bed Apartment with Swimming Pool at Mvuli Road,"KSh 6,200,000","Westlands Area, Westlands",1 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-westlands-area-4030140,2026-07-21T13:20:32.166231
2 Bed Apartment with En Suite at Muthangari Drive,"KSh 16,000,000","Westlands Area, Westlands",2 Bedrooms,2 Bathrooms,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-westlands-area-4030139,2026-07-21T13:20:32.166240
2 Bed Apartment with En Suite at Kindaruma Road,"KSh 11,000,000",Kilimani,2 Bedrooms,2 Bathrooms,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kilimani-4030138,2026-07-21T13:20:32.166247
2 Bed Apartment with En Suite at Kindaruma Road,"KSh 10,500,000",Kilimani,2 Bedrooms,2 Bathrooms,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kilimani-4030137,2026-07-21T13:20:32.166253
2 Bed Apartment with En Suite at Nyeri Rd,"KSh 11,000,000",Kileleshwa,2 Bedrooms,2 Bathrooms,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kileleshwa-4030136,2026-07-21T13:20:32.166259
2 Bed Apartment with En Suite at Nyeri Rd,"KSh 9,500,000",Kileleshwa,2 Bedrooms,2 Bathrooms,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kileleshwa-4030135,2026-07-21T13:20:32.166265
2 Bed Apartment with En Suite at Nyeri Rd,"KSh 9,000,000",Kileleshwa,2 Bedrooms,2 Bathrooms,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kileleshwa-4030134,2026-07-21T13:20:32.166276
2 Bed Apartment with En Suite at Wood Avenue,"KSh 11,400,000",Kilimani,2 Bedrooms,2 Bathrooms,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kilimani-4030133,2026-07-21T13:20:32.166286
2 Bed Apartment with En Suite at Wood Avenue,"KSh 10,950,000",Kilimani,2 Bedrooms,2 Bathrooms,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kilimani-4030132,2026-07-21T13:20:32.166296
1 Bed Apartment with Swimming Pool at Wood Avenue,"KSh 6,000,000",Kilimani,1 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kilimani-4030131,2026-07-21T13:20:32.166304
1 Bed Apartment with Swimming Pool at Wood Avenue,"KSh 5,400,000","Westlands Area, Westlands",1 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-westlands-area-4030130,2026-07-21T13:20:32.166310
1 Bed Apartment with Swimming Pool at Eldama Ravine Rd,"KSh 9,300,000","Westlands Area, Westlands",1 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-westlands-area-4030129,2026-07-21T13:20:32.166317
1 Bed Apartment with Swimming Pool at Eldama Ravine Rd,"KSh 9,000,000","Westlands Area, Westlands",1 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-westlands-area-4030126,2026-07-21T13:20:32.166323
1 Bed Apartment with Swimming Pool at Muthithi Road,"KSh 8,700,000","Westlands Area, Westlands",1 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-westlands-area-4030125,2026-07-21T13:20:32.166330
3 Bed Apartment with En Suite at Nyeri Road,"KSh 16,000,000",Kileleshwa,3 Bedrooms,3 Bathrooms,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kileleshwa-3667301,2026-07-21T13:20:51.342725
5 Bed Apartment with En Suite at Church Road,"KSh 35,000,000","Westlands Area, Westlands",5 Bedrooms,4 Bathrooms,https://www.buyrentkenya.com/listings/5-bedroom-apartment-for-sale-westlands-area-10-3538048,2026-07-21T13:20:51.342745
1 Bed Apartment with Swimming Pool at Muthithi Road,"KSh 8,300,000","Westlands Area, Westlands",1 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-westlands-area-4030124,2026-07-21T13:20:51.342752
1 Bed Apartment with Swimming Pool at Mogotio Road,"KSh 8,000,000","Westlands Area, Westlands",1 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-westlands-area-4030122,2026-07-21T13:20:51.342759
1 Bed Apartment with Swimming Pool at Mogotio Road,"KSh 8,800,000","Westlands Area, Westlands",1 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-westlands-area-4030121,2026-07-21T13:20:51.342765
1 Bed Apartment with Swimming Pool at Mogotio Road,"KSh 7,800,000","Westlands Area, Westlands",1 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-westlands-area-4030120,2026-07-21T13:20:51.342772
3 Bed Apartment with En Suite at Westlands,"KSh 26,000,000","Brookside, Westlands",3 Bedrooms,3 Bathrooms,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-brookside-4030115,2026-07-21T13:20:51.342778
3 Bed Apartment with En Suite at Westlands,"KSh 25,500,000","Brookside, Westlands",3 Bedrooms,4 Bathrooms,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-brookside-4030114,2026-07-21T13:20:51.342785
3 Bed Apartment with En Suite at Westlands,"KSh 25,000,000","Brookside, Westlands",3 Bedrooms,4 Bathrooms,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-brookside-4030113,2026-07-21T13:20:51.342791
2 Bed Apartment with En Suite at Peponi Rd,"KSh 13,200,000","Westlands Area, Westlands",2 Bedrooms,2 Bathrooms,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-westlands-area-4030103,2026-07-21T13:20:51.342798
1 Bed Apartment with En Suite in Westlands Area,"KSh 4,000,000","Westlands Area, Westlands",1 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-westlands-area-4028509,2026-07-21T13:20:51.342805
1 Bed Apartment with En Suite in Westlands Area,"KSh 4,000,000","Westlands Area, Westlands",1 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-westlands-area-4028508,2026-07-21T13:20:51.342811
1 Bed Apartment with Swimming Pool at Peponi Rd,"KSh 5,000,000","Westlands Area, Westlands",1 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-westlands-area-4030093,2026-07-21T13:20:51.342818
1 Bed Apartment with En Suite in Kilimani,"KSh 3,000,000",Kilimani,1 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kilimani-4029520,2026-07-21T13:20:51.342824
1 Bed Apartment with En Suite in Kilimani,"KSh 3,000,000",Kilimani,1 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kilimani-4027021,2026-07-21T13:20:51.342830
2 Bed Apartment with En Suite in Kilimani,"KSh 6,000,000",Kilimani,2 Bedrooms,2 Bathrooms,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kilimani-4027598,2026-07-21T13:20:51.342837
2 Bed Apartment with En Suite in Kilimani,"KSh 6,000,000",Kilimani,2 Bedrooms,2 Bathrooms,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kilimani-4027596,2026-07-21T13:20:51.342844
3 Bed Apartment with En Suite in Kilimani,"KSh 9,000,000",Kilimani,3 Bedrooms,3 Bathrooms,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kilimani-4027610,2026-07-21T13:20:51.342850
3 Bed Apartment with En Suite in Kilimani,"KSh 9,000,000",Kilimani,3 Bedrooms,3 Bathrooms,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kilimani-4027032,2026-07-21T13:20:51.342857
4 Bed Apartment with En Suite in Kilimani,"KSh 13,000,000",Kilimani,4 Bedrooms,4 Bathrooms,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kilimani-4027617,2026-07-21T13:20:51.342863
4 Bed Apartment with En Suite in Kilimani,"KSh 13,000,000",Kilimani,4 Bedrooms,4 Bathrooms,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kilimani-4027616,2026-07-21T13:20:51.342870
4 Bed Apartment with En Suite in Westlands Area,"KSh 17,900,000","Westlands Area, Westlands",4 Bedrooms,4 Bathrooms,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-westlands-area-4027587,2026-07-21T13:20:51.342876
4 Bed Apartment with En Suite in Westlands Area,"KSh 17,900,000","Westlands Area, Westlands",4 Bedrooms,4 Bathrooms,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-westlands-area-4027586,2026-07-21T13:20:51.342883
3 Bed Apartment with En Suite in Westlands Area,"KSh 11,000,000","Westlands Area, Westlands",3 Bedrooms,3 Bathrooms,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-westlands-area-4027583,2026-07-21T13:20:51.342889
3 Bed Apartment with En Suite in Westlands Area,"KSh 11,000,000","Westlands Area, Westlands",3 Bedrooms,3 Bathrooms,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-westlands-area-4027582,2026-07-21T13:21:11.399937
2 Bed Apartment with En Suite in Westlands Area,"KSh 7,000,000","Westlands Area, Westlands",2 Bedrooms,2 Bathrooms,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-westlands-area-4027580,2026-07-21T13:21:11.399949
2 Bed Apartment with En Suite in Westlands Area,"KSh 7,000,000","Westlands Area, Westlands",2 Bedrooms,2 Bathrooms,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-westlands-area-4027579,2026-07-21T13:21:11.399952
1 Bed Apartment with En Suite in Westlands Area,"KSh 4,000,000","Westlands Area, Westlands",1 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-westlands-area-4027576,2026-07-21T13:21:11.399955
4 Bed Apartment with En Suite in Kileleshwa,"KSh 13,000,000",Kileleshwa,4 Bedrooms,5 Bathrooms,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kileleshwa-4030014,2026-07-21T13:21:11.399958
3 Bed Apartment with En Suite in Kileleshwa,"KSh 9,000,000",Kileleshwa,3 Bedrooms,3 Bathrooms,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kileleshwa-4030012,2026-07-21T13:21:11.399961
2 Bed Apartment with En Suite in Kileleshwa,"KSh 7,000,000",Kileleshwa,2 Bedrooms,2 Bathrooms,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kileleshwa-4030056,2026-07-21T13:21:11.399963
1 Bed Apartment with En Suite in Kileleshwa,"KSh 4,000,000",Kileleshwa,1 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kileleshwa-4030055,2026-07-21T13:21:11.399966
4 Bed Apartment with En Suite in Lavington,"KSh 13,000,000",Lavington,4 Bedrooms,5 Bathrooms,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-lavington-4030006,2026-07-21T13:21:11.399969
3 Bed Apartment with En Suite in Lavington,"KSh 9,000,000",Lavington,3 Bedrooms,3 Bathrooms,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-lavington-4030005,2026-07-21T13:21:11.399972
2 Bed Apartment with En Suite in Lavington,"KSh 6,000,000",Lavington,2 Bedrooms,2 Bathrooms,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-lavington-4030002,2026-07-21T13:21:11.399974
1 Bed Apartment with En Suite in Lavington,"KSh 3,000,000",Lavington,1 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-lavington-4030000,2026-07-21T13:21:11.399977
Serviced 1 Bed Apartment with En Suite in Westlands Area,"KSh 8,350,000","Westlands Area, Westlands",1 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-westlands-area-4029453,2026-07-21T13:21:11.399980
1 Bed Apartment with En Suite in Westlands Area,"KSh 4,000,000","Westlands Area, Westlands",1 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-westlands-area-4030100,2026-07-21T13:21:11.399983
2 Bed Apartment with En Suite at Riara Road,"KSh 10,700,000",Lavington,2 Bedrooms,2 Bathrooms,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-lavington-4030047,2026-07-21T13:21:11.399985
2 Bed Apartment with En Suite at Riara Road,"KSh 14,200,000",Lavington,2 Bedrooms,2 Bathrooms,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-lavington-4030058,2026-07-21T13:21:11.399988
1 Bed Apartment with Swimming Pool at Wood Avenue,"KSh 5,450,000",Kilimani,1 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kilimani-4030063,2026-07-21T13:21:11.399991
1 Bed Apartment with Swimming Pool at Mogotio Road,"KSh 6,800,000","Westlands Area, Westlands",1 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-westlands-area-4030067,2026-07-21T13:21:11.399993
1 Bed Apartment with Swimming Pool at Mogotio Road,"KSh 7,230,000","Westlands Area, Westlands",1 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-westlands-area-4030068,2026-07-21T13:21:11.399996
1 Bed Apartment with Swimming Pool at Turbo Road,"KSh 5,500,000",Kilimani,1 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kilimani-4030071,2026-07-21T13:21:11.399999
2 Bed Apartment with En Suite in Kileleshwa,"KSh 6,000,000",Kileleshwa,2 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kileleshwa-4030078,2026-07-21T13:21:11.400001
4 Bed Apartment with En Suite in Westlands Area,"KSh 18,000,000","Westlands Area, Westlands",4 Bedrooms,4 Bathrooms,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-westlands-area-4030089,2026-07-21T13:21:11.400004
3 Bed Apartment with En Suite in Westlands Area,"KSh 13,000,000","Westlands Area, Westlands",3 Bedrooms,2 Bathrooms,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-westlands-area-4030088,2026-07-21T13:21:30.686262
2 Bed Apartment with En Suite in Westlands Area,"KSh 7,000,000","Westlands Area, Westlands",2 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-westlands-area-4030087,2026-07-21T13:21:30.686278
1 Bed Apartment with En Suite in Westlands Area,"KSh 4,000,000","Westlands Area, Westlands",1 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-westlands-area-4030086,2026-07-21T13:21:30.686281
4 Bed Apartment with En Suite in Lavington,"KSh 13,500,000",Lavington,4 Bedrooms,4 Bathrooms,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-lavington-4030085,2026-07-21T13:21:30.686284
4 Bed Apartment with En Suite in Kileleshwa,"KSh 13,500,000",Kileleshwa,4 Bedrooms,4 Bathrooms,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kileleshwa-4030084,2026-07-21T13:21:30.686286
4 Bed Apartment with En Suite in Kilimani,"KSh 13,500,000",Kilimani,4 Bedrooms,4 Bathrooms,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kilimani-4030083,2026-07-21T13:21:30.686290
3 Bed Apartment with En Suite in Lavington,"KSh 9,000,000",Lavington,3 Bedrooms,2 Bathrooms,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-lavington-4030082,2026-07-21T13:21:30.686292
3 Bed Apartment with En Suite in Kileleshwa,"KSh 9,000,000",Kileleshwa,3 Bedrooms,2 Bathrooms,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kileleshwa-4030081,2026-07-21T13:21:30.686295
3 Bed Apartment with En Suite in Kilimani,"KSh 9,000,000",Kilimani,3 Bedrooms,2 Bathrooms,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kilimani-4030080,2026-07-21T13:21:30.686298
2 Bed Apartment with En Suite in Lavington,"KSh 6,000,000",Lavington,2 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-lavington-4030079,2026-07-21T13:21:30.686301
2 Bed Apartment with En Suite in Kilimani,"KSh 6,000,000",Kilimani,2 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kilimani-4030077,2026-07-21T13:21:30.686303
1 Bed Apartment with En Suite in Lavington,"KSh 3,000,000",Lavington,1 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-lavington-4030076,2026-07-21T13:21:30.686306
1 Bed Apartment with En Suite in Kileleshwa,"KSh 3,000,000",Kileleshwa,1 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kileleshwa-4030075,2026-07-21T13:21:30.686309
1 Bed Apartment with En Suite in Kilimani,"KSh 3,000,000",Kilimani,1 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kilimani-4030074,2026-07-21T13:21:30.686312
4 Bed Apartment with En Suite in Riverside,"KSh 53,000,000","Riverside, Westlands",4 Bedrooms,4 Bathrooms,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-riverside-4030091,2026-07-21T13:21:30.686314
Serviced 1 Bed Apartment with En Suite in Riverside,"KSh 6,200,000","Riverside, Westlands",1 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-riverside-4030069,2026-07-21T13:21:30.686317
3 Bed Apartment with Backup Generator in Kilimani,"KSh 19,000,000",Kilimani,3 Bedrooms,2 Bathrooms,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kilimani-4030070,2026-07-21T13:21:30.686320
4 Bed Apartment with En Suite in Loresho,"KSh 69,000,000","Loresho, Westlands",4 Bedrooms,4 Bathrooms,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-loresho-4030066,2026-07-21T13:21:30.686323
4 Bed Apartment with Staff Quarters in Riverside,"KSh 32,000,000","Riverside, Westlands",4 Bedrooms,3 Bathrooms,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-riverside-4030064,2026-07-21T13:21:30.686325
3 Bed Apartment with En Suite in Muthaiga,"KSh 43,000,000",Muthaiga,3 Bedrooms,3 Bathrooms,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-muthaiga-4030057,2026-07-21T13:21:30.686328
4 Bed Apartment with En Suite in Kileleshwa,"KSh 20,000,000",Kileleshwa,4 Bedrooms,5 Bathrooms,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kileleshwa-4026086,2026-07-21T13:21:30.686331
3 Bed Apartment with En Suite in Kileleshwa,"KSh 10,500,000",Kileleshwa,3 Bedrooms,3 Bathrooms,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kileleshwa-4029794,2026-07-21T13:21:30.686334
2 Bed Apartment with En Suite in Kileleshwa,"KSh 6,000,000",Kileleshwa,2 Bedrooms,2 Bathrooms,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kileleshwa-4029817,2026-07-21T13:21:50.611752
1 Bed Apartment with En Suite in Kileleshwa,"KSh 3,000,000",Kileleshwa,1 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kileleshwa-4029848,2026-07-21T13:21:50.611767
1 Bed Apartment with En Suite in Lavington,"KSh 4,000,000",Lavington,1 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-lavington-4029699,2026-07-21T13:21:50.611771
