title,price,location,bedrooms,listing_url,scraped_at,log_price,bed_bath_ratio,tier,tier_Premium
4 Bed Apartment with En Suite in Kileleshwa,13500000.0,Kileleshwa,4,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kileleshwa-4027068,2026-07-21T13:15:48.553049,16.41820024340866,1.0,Mid,0
2 Bed Apartment with En Suite in Kileleshwa,6000000.0,Kileleshwa,2,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kileleshwa-4027080,2026-07-21T13:15:48.553079,15.60727002719233,2.0,Mid,0
3 Bed Apartment with En Suite in Kileleshwa,9000000.0,Kileleshwa,3,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kileleshwa-4027054,2026-07-21T13:15:48.553089,16.012735135300492,1.5,Mid,0
4 Bed Apartment with En Suite in Westlands Area,17900000.0,Westlands,4,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-westlands-area-4030590,2026-07-21T13:15:48.553096,16.70031127081098,1.0,Premium,1
4 Bed Apartment with En Suite in Westlands Area,17900000.0,Westlands,4,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-westlands-area-4030588,2026-07-21T13:15:48.553103,16.70031127081098,1.0,Premium,1
4 Bed Apartment with En Suite in Kilimani,13000000.0,Kilimani,4,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kilimani-4030604,2026-07-21T13:15:48.553110,16.38045991542581,1.0,Mid,0
4 Bed Apartment with En Suite in Kilimani,13000000.0,Kilimani,4,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kilimani-4030603,2026-07-21T13:15:48.553117,16.38045991542581,1.0,Mid,0
3 Bed Apartment with En Suite in Kilimani,9000000.0,Kilimani,3,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kilimani-4030602,2026-07-21T13:15:48.553124,16.012735135300492,1.0,Mid,0
3 Bed Apartment with En Suite in Kilimani,10500000.0,Kilimani,3,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kilimani-4030601,2026-07-21T13:15:48.553131,16.166885815127753,1.0,Mid,0
2 Bed Apartment with En Suite in Kilimani,6000000.0,Kilimani,2,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kilimani-4030598,2026-07-21T13:15:48.553137,15.60727002719233,1.0,Mid,0
2 Bed Apartment with En Suite in Kilimani,7000000.0,Kilimani,2,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kilimani-4030595,2026-07-21T13:15:48.553144,15.761420707019589,1.0,Mid,0
1 Bed Apartment with En Suite in Kilimani,3000000.0,Kilimani,1,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kilimani-4030593,2026-07-21T13:15:48.553151,14.914122846632385,1.0,Mid,0
1 Bed Apartment with En Suite in Kilimani,4000000.0,Kilimani,1,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kilimani-4030591,2026-07-21T13:15:48.553158,15.201804919084164,1.0,Mid,0
3 Bed Apartment with En Suite in Westlands Area,11000000.0,Westlands,3,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-westlands-area-4030587,2026-07-21T13:15:48.553165,16.213405830762646,1.0,Premium,1
3 Bed Apartment with En Suite in Westlands Area,11000000.0,Westlands,3,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-westlands-area-4030584,2026-07-21T13:15:48.553171,16.213405830762646,1.0,Premium,1
2 Bed Apartment with En Suite in Westlands Area,7000000.0,Westlands,2,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-westlands-area-4030583,2026-07-21T13:15:48.553179,15.761420707019589,1.0,Premium,1
2 Bed Apartment with En Suite in Westlands Area,7500000.0,Westlands,2,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-westlands-area-4030582,2026-07-21T13:15:48.553185,15.83041357850654,1.0,Premium,1
1 Bed Apartment with En Suite in Westlands Area,4000000.0,Westlands,1,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-westlands-area-4030581,2026-07-21T13:15:48.553193,15.201804919084164,1.0,Premium,1
1 Bed Apartment with En Suite in Westlands Area,4500000.0,Westlands,1,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-westlands-area-4030578,2026-07-21T13:15:48.553199,15.319587954740548,1.0,Premium,1
4 Bed Apartment with En Suite in Westlands Area,18000000.0,Westlands,4,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-westlands-area-4030621,2026-07-21T13:15:48.553206,16.70588231586044,1.0,Premium,1
4 Bed Apartment with En Suite in Lavington,13500000.0,Lavington,4,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-lavington-4030618,2026-07-21T13:15:48.553213,16.41820024340866,1.0,Mid,0
4 Bed Apartment with En Suite in Kileleshwa,13500000.0,Kileleshwa,4,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kileleshwa-4030617,2026-07-21T13:15:48.553220,16.41820024340866,1.0,Mid,0
4 Bed Apartment with En Suite in Kilimani,13500000.0,Kilimani,4,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kilimani-4030616,2026-07-21T13:15:48.553227,16.41820024340866,1.0,Mid,0
3 Bed Apartment with En Suite in Westlands Area,13000000.0,Westlands,3,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-westlands-area-4030614,2026-07-21T13:15:48.553234,16.38045991542581,1.5,Premium,1
3 Bed Apartment with En Suite in Lavington,9000000.0,Lavington,3,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-lavington-4030613,2026-07-21T13:15:48.553241,16.012735135300492,1.5,Mid,0
2 Bed Apartment with En Suite in Kilimani,6000000.0,Kilimani,2,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kilimani-4027079,2026-07-21T13:16:16.208045,15.60727002719233,2.0,Mid,0
4 Bed Apartment with En Suite in Lavington,13500000.0,Lavington,4,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-lavington-4027070,2026-07-21T13:16:16.208083,16.41820024340866,1.0,Mid,0
4 Bed Apartment with En Suite in Westlands Area,18000000.0,Westlands,4,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-westlands-area-4027071,2026-07-21T13:16:16.208097,16.70588231586044,1.0,Premium,1
3 Bed Apartment with En Suite in Kileleshwa,9000000.0,Kileleshwa,3,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kileleshwa-4030611,2026-07-21T13:16:16.208111,16.012735135300492,1.5,Mid,0
3 Bed Apartment with En Suite in Kilimani,9000000.0,Kilimani,3,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kilimani-4030610,2026-07-21T13:16:16.208125,16.012735135300492,1.5,Mid,0
2 Bed Apartment with En Suite in Westlands Area,7000000.0,Westlands,2,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-westlands-area-4030609,2026-07-21T13:16:16.208138,15.761420707019589,2.0,Premium,1
2 Bed Apartment with En Suite in Lavington,6000000.0,Lavington,2,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-lavington-4030608,2026-07-21T13:16:16.208151,15.60727002719233,2.0,Mid,0
2 Bed Apartment with En Suite in Kileleshwa,6000000.0,Kileleshwa,2,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kileleshwa-4030607,2026-07-21T13:16:16.208164,15.60727002719233,2.0,Mid,0
2 Bed Apartment with En Suite in Kilimani,6000000.0,Kilimani,2,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kilimani-4030410,2026-07-21T13:16:16.208178,15.60727002719233,2.0,Mid,0
1 Bed Apartment with En Suite in Westlands Area,4000000.0,Westlands,1,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-westlands-area-4030366,2026-07-21T13:16:16.208191,15.201804919084164,1.0,Premium,1
1 Bed Apartment with En Suite in Lavington,3000000.0,Lavington,1,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-lavington-4030365,2026-07-21T13:16:16.208205,14.914122846632385,1.0,Mid,0
1 Bed Apartment with En Suite in Kileleshwa,3000000.0,Kileleshwa,1,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kileleshwa-4030361,2026-07-21T13:16:16.208219,14.914122846632385,1.0,Mid,0
1 Bed Apartment with En Suite in Kilimani,3000000.0,Kilimani,1,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kilimani-4030358,2026-07-21T13:16:16.208232,14.914122846632385,1.0,Mid,0
Serviced 1 Bed Apartment with En Suite in Kileleshwa,5500000.0,Kileleshwa,1,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kileleshwa-4030585,2026-07-21T13:16:16.208246,15.5202586502027,1.0,Mid,0
3 Bed Apartment with En Suite at Riara Road,19000000.0,Kilimani,3,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kilimani-4030596,2026-07-21T13:16:16.208259,16.759949537130716,1.0,Mid,0
4 Bed Apartment with En Suite in Kileleshwa,13000000.0,Kileleshwa,4,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kileleshwa-4030521,2026-07-21T13:16:16.208273,16.38045991542581,0.8,Mid,0
3 Bed Apartment with En Suite in Kileleshwa,10500000.0,Kileleshwa,3,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kileleshwa-4030540,2026-07-21T13:16:16.208286,16.166885815127753,1.0,Mid,0
2 Bed Apartment with En Suite in Kileleshwa,7000000.0,Kileleshwa,2,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kileleshwa-4030538,2026-07-21T13:16:16.208300,15.761420707019589,1.0,Mid,0
1 Bed Apartment with En Suite in Kileleshwa,4000000.0,Kileleshwa,1,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kileleshwa-4030536,2026-07-21T13:16:16.208312,15.201804919084164,1.0,Mid,0
4 Bed Apartment with En Suite in Lavington,13000000.0,Lavington,4,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-lavington-4030501,2026-07-21T13:16:16.208326,16.38045991542581,0.8,Mid,0
3 Bed Apartment with En Suite in Lavington,9000000.0,Lavington,3,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-lavington-4030498,2026-07-21T13:16:16.208339,16.012735135300492,1.0,Mid,0
2 Bed Apartment with En Suite in Lavington,6000000.0,Lavington,2,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-lavington-4030497,2026-07-21T13:16:16.208352,15.60727002719233,1.0,Mid,0
1 Bed Apartment with En Suite in Lavington,4000000.0,Lavington,1,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-lavington-4030494,2026-07-21T13:16:16.208366,15.201804919084164,1.0,Mid,0
3 Bed Apartment with En Suite in Westlands Area,13000000.0,Westlands,3,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-westlands-area-4030555,2026-07-21T13:16:16.208379,16.38045991542581,1.5,Premium,1
4 Bed Apartment with En Suite in Westlands Area,18000000.0,Westlands,4,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-westlands-area-4030556,2026-07-21T13:16:16.208392,16.70588231586044,1.0,Premium,1
2 Bed Apartment with En Suite in Lavington,6000000.0,Lavington,2,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-lavington-4027082,2026-07-21T13:16:42.699736,15.60727002719233,2.0,Mid,0
3 Bed Apartment with En Suite at Rhapta Road,35000000.0,Westlands,3,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-rhapta-road-4029980,2026-07-21T13:16:42.699754,17.37085861945369,0.75,Premium,1
2 Bed Apartment with En Suite in Lavington,6000000.0,Lavington,2,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-lavington-4027787,2026-07-21T13:16:42.699758,15.60727002719233,1.0,Mid,0
2 Bed Apartment with En Suite in Westlands Area,7000000.0,Westlands,2,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-westlands-area-4030554,2026-07-21T13:16:42.699762,15.761420707019589,2.0,Premium,1
1 Bed Apartment with En Suite in Westlands Area,4000000.0,Westlands,1,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-westlands-area-4030553,2026-07-21T13:16:42.699765,15.201804919084164,1.0,Premium,1
4 Bed Apartment with En Suite in Lavington,13500000.0,Lavington,4,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-lavington-4030551,2026-07-21T13:16:42.699768,16.41820024340866,1.0,Mid,0
4 Bed Apartment with En Suite in Kileleshwa,13500000.0,Kileleshwa,4,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kileleshwa-4030550,2026-07-21T13:16:42.699772,16.41820024340866,1.0,Mid,0
4 Bed Apartment with En Suite in Kilimani,13500000.0,Kilimani,4,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kilimani-4030549,2026-07-21T13:16:42.699776,16.41820024340866,1.0,Mid,0
3 Bed Apartment with En Suite in Lavington,9000000.0,Lavington,3,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-lavington-4030548,2026-07-21T13:16:42.699779,16.012735135300492,1.5,Mid,0
3 Bed Apartment with En Suite in Kileleshwa,9000000.0,Kileleshwa,3,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kileleshwa-4030547,2026-07-21T13:16:42.699783,16.012735135300492,1.5,Mid,0
2 Bed Apartment with En Suite in Lavington,6000000.0,Lavington,2,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-lavington-4030546,2026-07-21T13:16:42.699786,15.60727002719233,2.0,Mid,0
3 Bed Apartment with En Suite in Kilimani,9000000.0,Kilimani,3,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kilimani-4030552,2026-07-21T13:16:42.699789,16.012735135300492,1.5,Mid,0
2 Bed Apartment with En Suite in Kileleshwa,6000000.0,Kileleshwa,2,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kileleshwa-4030545,2026-07-21T13:16:42.699792,15.60727002719233,2.0,Mid,0
2 Bed Apartment with En Suite in Kilimani,6000000.0,Kilimani,2,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kilimani-4030544,2026-07-21T13:16:42.699795,15.60727002719233,2.0,Mid,0
1 Bed Apartment with En Suite in Kileleshwa,3000000.0,Kileleshwa,1,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kileleshwa-4030542,2026-07-21T13:16:42.699798,14.914122846632385,1.0,Mid,0
1 Bed Apartment with En Suite in Lavington,3000000.0,Lavington,1,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-lavington-4030543,2026-07-21T13:16:42.699802,14.914122846632385,1.0,Mid,0
1 Bed Apartment with En Suite in Kilimani,3000000.0,Kilimani,1,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kilimani-4030541,2026-07-21T13:16:42.699805,14.914122846632385,1.0,Mid,0
Serviced 2 Bed Apartment with En Suite in Kilimani,11500000.0,Kilimani,2,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kilimani-4030568,2026-07-21T13:16:42.699808,16.25785759333348,0.6666666666666666,Mid,0
1 Bed Apartment with En Suite in Lavington,4000000.0,Lavington,1,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-lavington-4030569,2026-07-21T13:16:42.699811,15.201804919084164,1.0,Mid,0
Serviced Studio Apartment with En Suite in Westlands Area,8200000.0,Westlands,2,https://www.buyrentkenya.com/listings/furnished-studio-apartment-for-sale-westlands-area-4030564,2026-07-21T13:16:42.699815,15.91964471223448,2.0,Premium,1
4 Bed Apartment with En Suite in Kileleshwa,20000000.0,Kileleshwa,4,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kileleshwa-4030566,2026-07-21T13:16:42.699818,16.811242831518264,0.8,Mid,0
4 Bed Apartment with En Suite in Kileleshwa,13000000.0,Kileleshwa,4,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kileleshwa-4030565,2026-07-21T13:16:42.699821,16.38045991542581,0.8,Mid,0
3 Bed Apartment with En Suite in Kileleshwa,10500000.0,Kileleshwa,3,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kileleshwa-4030563,2026-07-21T13:16:42.699824,16.166885815127753,1.0,Mid,0
2 Bed Apartment with En Suite in Kileleshwa,7000000.0,Kileleshwa,2,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kileleshwa-4030562,2026-07-21T13:16:42.699828,15.761420707019589,1.0,Mid,0
4 Bed Apartment with En Suite in Westlands Area,17900000.0,Westlands,4,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-westlands-area-4030240,2026-07-21T13:16:42.699831,16.70031127081098,1.0,Premium,1
2 Bed Apartment with En Suite in Lavington,6000000.0,Lavington,2,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-lavington-4025512,2026-07-21T13:17:08.986360,15.60727002719233,1.0,Mid,0
2 Bed Apartment with En Suite in Kileleshwa,6000000.0,Kileleshwa,2,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kileleshwa-4028552,2026-07-21T13:17:08.986375,15.60727002719233,1.0,Mid,0
3 Bed Apartment with En Suite in Kileleshwa,9000000.0,Kileleshwa,3,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kileleshwa-4029213,2026-07-21T13:17:08.986379,16.012735135300492,1.0,Mid,0
4 Bed Apartment with En Suite in Lavington,20000000.0,Lavington,4,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-lavington-4030559,2026-07-21T13:17:08.986381,16.811242831518264,0.8,Mid,0
3 Bed Apartment with En Suite in Lavington,10500000.0,Lavington,3,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-lavington-4030558,2026-07-21T13:17:08.986384,16.166885815127753,1.0,Mid,0
Serviced 2 Bed Apartment with En Suite in Westlands Area,12000000.0,Westlands,2,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-westlands-area-4030527,2026-07-21T13:17:08.986387,16.300417207752275,0.6666666666666666,Premium,1
1 Bed Apartment with En Suite in Kilimani,3000000.0,Kilimani,1,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kilimani-4030181,2026-07-21T13:17:08.986390,14.914122846632385,1.0,Mid,0
2 Bed Apartment with En Suite in Kilimani,6000000.0,Kilimani,2,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kilimani-4030188,2026-07-21T13:17:08.986393,15.60727002719233,1.0,Mid,0
4 Bed Apartment with En Suite in Kilimani,13000000.0,Kilimani,4,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kilimani-4030207,2026-07-21T13:17:08.986396,16.38045991542581,1.0,Mid,0
3 Bed Apartment with En Suite in Kilimani,9000000.0,Kilimani,3,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kilimani-4028481,2026-07-21T13:17:08.986398,16.012735135300492,1.0,Mid,0
3 Bed Apartment with En Suite in Westlands Area,11000000.0,Westlands,3,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-westlands-area-4027640,2026-07-21T13:17:08.986401,16.213405830762646,1.0,Premium,1
4 Bed Apartment with En Suite in Westlands Area,18000000.0,Westlands,4,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-westlands-area-4030356,2026-07-21T13:17:08.986404,16.70588231586044,1.0,Premium,1
2 Bed Apartment with En Suite in Westlands Area,7000000.0,Westlands,2,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-westlands-area-4030226,2026-07-21T13:17:08.986407,15.761420707019589,1.0,Premium,1
1 Bed Apartment in Karen,6500000.0,Karen,1,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-karen-4030533,2026-07-21T13:17:08.986409,15.687312734865866,0.5,Mid,0
1 Bed Apartment with En Suite in Westlands Area,4000000.0,Westlands,1,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-westlands-area-4030216,2026-07-21T13:17:08.986412,15.201804919084164,1.0,Premium,1
4 Bed Apartment with En Suite in Lavington,13500000.0,Lavington,4,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-lavington-4030354,2026-07-21T13:17:08.986415,16.41820024340866,1.0,Mid,0
4 Bed Apartment with En Suite in Kileleshwa,13500000.0,Kileleshwa,4,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kileleshwa-4030351,2026-07-21T13:17:08.986417,16.41820024340866,1.0,Mid,0
4 Bed Apartment with En Suite in Kilimani,13500000.0,Kilimani,4,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kilimani-4030350,2026-07-21T13:17:08.986420,16.41820024340866,1.0,Mid,0
3 Bed Apartment with En Suite in Westlands Area,13000000.0,Westlands,3,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-westlands-area-4030348,2026-07-21T13:17:08.986423,16.38045991542581,1.5,Premium,1
3 Bed Apartment with En Suite in Lavington,9000000.0,Lavington,3,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-lavington-4030346,2026-07-21T13:17:08.986425,16.012735135300492,1.5,Mid,0
3 Bed Apartment with En Suite in Kileleshwa,9000000.0,Kileleshwa,3,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kileleshwa-4030344,2026-07-21T13:17:08.986428,16.012735135300492,1.5,Mid,0
4 Bed Apartment with En Suite in Kileleshwa,20000000.0,Kileleshwa,4,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kileleshwa-4029796,2026-07-21T13:17:08.986431,16.811242831518264,0.8,Mid,0
3 Bed Apartment with En Suite in Kileleshwa,9000000.0,Kileleshwa,3,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kileleshwa-4030321,2026-07-21T13:17:08.986433,16.012735135300492,1.0,Mid,0
2 Bed Apartment with En Suite in Kileleshwa,6000000.0,Kileleshwa,2,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kileleshwa-4030320,2026-07-21T13:17:08.986436,15.60727002719233,1.0,Mid,0
3 Bed Apartment with En Suite in Kilimani,9000000.0,Kilimani,3,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kilimani-4030342,2026-07-21T13:17:08.986439,16.012735135300492,1.5,Mid,0
4 Bed Apartment with En Suite in Westlands Area,17900000.0,Westlands,4,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-westlands-area-4028251,2026-07-21T13:17:30.829214,16.70031127081098,1.0,Premium,1
Serviced Studio Apartment with Swimming Pool at Mpaka Road,6600000.0,Westlands,2,https://www.buyrentkenya.com/listings/studio-apartment-for-sale-westlands-area-4013796,2026-07-21T13:17:30.829234,15.702580206996654,2.0,Premium,1
2 Bed Apartment with En Suite in Kileleshwa,6000000.0,Kileleshwa,2,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kileleshwa-4028268,2026-07-21T13:17:30.829241,15.60727002719233,1.0,Mid,0
1 Bed Apartment with En Suite in Kileleshwa,3000000.0,Kileleshwa,1,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kileleshwa-4030318,2026-07-21T13:17:30.829244,14.914122846632385,1.0,Mid,0
4 Bed Apartment with En Suite in Lavington,13000000.0,Lavington,4,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-lavington-4030202,2026-07-21T13:17:30.829248,16.38045991542581,0.8,Mid,0
3 Bed Apartment with En Suite in Lavington,9000000.0,Lavington,3,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-lavington-4029812,2026-07-21T13:17:30.829251,16.012735135300492,1.0,Mid,0
2 Bed Apartment with En Suite in Lavington,6000000.0,Lavington,2,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-lavington-4029811,2026-07-21T13:17:30.829255,15.60727002719233,1.0,Mid,0
1 Bed Apartment with En Suite in Lavington,3000000.0,Lavington,1,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-lavington-4029719,2026-07-21T13:17:30.829258,14.914122846632385,1.0,Mid,0
2 Bed Apartment with En Suite in Westlands Area,7000000.0,Westlands,2,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-westlands-area-4030341,2026-07-21T13:17:30.829261,15.761420707019589,2.0,Premium,1
2 Bed Apartment with En Suite in Lavington,6000000.0,Lavington,2,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-lavington-4030339,2026-07-21T13:17:30.829265,15.60727002719233,2.0,Mid,0
2 Bed Apartment with En Suite in Kileleshwa,6000000.0,Kileleshwa,2,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kileleshwa-4030336,2026-07-21T13:17:30.829268,15.60727002719233,2.0,Mid,0
2 Bed Apartment with En Suite in Kilimani,6000000.0,Kilimani,2,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kilimani-4030282,2026-07-21T13:17:30.829271,15.60727002719233,2.0,Mid,0
4 Bed Apartment with En Suite in Kileleshwa,13000000.0,Kileleshwa,4,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kileleshwa-4029559,2026-07-21T13:17:30.829274,16.38045991542581,0.8,Mid,0
3 Bed Apartment with En Suite in Kileleshwa,9000000.0,Kileleshwa,3,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kileleshwa-4030217,2026-07-21T13:17:30.829277,16.012735135300492,1.0,Mid,0
2 Bed Apartment with En Suite in Kileleshwa,6000000.0,Kileleshwa,2,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kileleshwa-4030319,2026-07-21T13:17:30.829281,15.60727002719233,1.0,Mid,0
1 Bed Apartment with En Suite in Kileleshwa,3000000.0,Kileleshwa,1,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kileleshwa-4030317,2026-07-21T13:17:30.829284,14.914122846632385,1.0,Mid,0
3 Bed Apartment in Valley Arcade,13000000.0,Valley Arcade,3,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-valley-arcade-4030529,2026-07-21T13:17:30.829287,16.38045991542581,1.0,Mid,0
1 Bed Apartment with En Suite in Westlands Area,4000000.0,Westlands,1,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-westlands-area-4030281,2026-07-21T13:17:30.829297,15.201804919084164,1.0,Premium,1
4 Bed Apartment with En Suite in Lavington,13000000.0,Lavington,4,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-lavington-4029729,2026-07-21T13:17:30.829306,16.38045991542581,0.8,Mid,0
1 Bed Apartment with En Suite in Lavington,3000000.0,Lavington,1,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-lavington-4030280,2026-07-21T13:17:30.829314,14.914122846632385,1.0,Mid,0
3 Bed Apartment with En Suite in Lavington,10500000.0,Lavington,3,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-lavington-4029779,2026-07-21T13:17:30.829321,16.166885815127753,1.0,Mid,0
1 Bed Apartment with En Suite in Kileleshwa,3000000.0,Kileleshwa,1,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kileleshwa-4030279,2026-07-21T13:17:30.829327,14.914122846632385,1.0,Mid,0
2 Bed Apartment with En Suite in Lavington,7000000.0,Lavington,2,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-lavington-4029778,2026-07-21T13:17:30.829334,15.761420707019589,1.0,Mid,0
1 Bed Apartment with En Suite in Lavington,4000000.0,Lavington,1,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-lavington-4029758,2026-07-21T13:17:30.829340,15.201804919084164,1.0,Mid,0
