title,price,location,bedrooms,listing_url,scraped_at,log_price,bed_bath_ratio,tier,tier_Premium
1 Bed Apartment with En Suite in Riverside,6000000.0,Westlands,1,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-riverside-4029379,2026-07-21T13:28:44.752752,15.60727002719233,1.0,Premium,1
1 Bed Apartment with Swimming Pool at Mogotio Road,8000000.0,Westlands,1,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-westlands-area-4029360,2026-07-21T13:28:44.752754,15.89495209964411,1.0,Premium,1
1 Bed Apartment with En Suite at Tabere Crescent,5900000.0,Kilimani,1,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kilimani-4029357,2026-07-21T13:28:44.752757,15.590462908875947,1.0,Mid,0
2 Bed Apartment with En Suite at Tabere Crescent,8500000.0,Kileleshwa,2,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kileleshwa-4029354,2026-07-21T13:28:44.752759,15.955576721460544,1.0,Mid,0
1 Bed Apartment with Swimming Pool at Tabere Crescent,4500000.0,Kileleshwa,1,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kileleshwa-4029351,2026-07-21T13:29:04.658035,15.319587954740548,1.0,Mid,0
1 Bed Apartment with Swimming Pool at Rirar Garden Road,5000000.0,Kilimani,1,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kilimani-4029348,2026-07-21T13:29:04.658048,15.424948470398377,1.0,Mid,0
2 Bed Apartment with En Suite at Rirar Garden Road,10000000.0,Kilimani,2,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kilimani-4029347,2026-07-21T13:29:04.658051,16.11809565095832,1.0,Mid,0
1 Bed Apartment with Swimming Pool at Riverside Drive,11000000.0,Westlands,1,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-riverside-4029324,2026-07-21T13:29:04.658053,16.213405830762646,1.0,Premium,1
2 Bed Apartment with En Suite at Riverside Drive,14000000.0,Westlands,2,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-riverside-4029327,2026-07-21T13:29:04.658056,16.454567887579532,1.0,Premium,1
1 Bed Apartment with Swimming Pool at Off Nyangumi Rd,9500000.0,Kilimani,1,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kilimani-4029332,2026-07-21T13:29:04.658059,16.06680235657077,1.0,Mid,0
2 Bed Apartment with En Suite at Off Nyangumi Rd,15000000.0,Kilimani,2,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kilimani-4029335,2026-07-21T13:29:04.658062,16.523560759066484,1.0,Mid,0
1 Bed Apartment with Swimming Pool at St. Michael'S Road,7000000.0,Westlands,1,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-westlands-area-4029338,2026-07-21T13:29:04.658065,15.761420707019589,1.0,Premium,1
1 Bed Apartment with Swimming Pool at Kindaruma Road,8000000.0,Kilimani,1,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kilimani-4029340,2026-07-21T13:29:04.658068,15.89495209964411,1.0,Mid,0
Serviced 1 Bed Apartment with En Suite in Riverside,7200000.0,Westlands,1,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-riverside-4029310,2026-07-21T13:29:04.658073,15.789591583986285,0.5,Premium,1
1 Bed Apartment with Swimming Pool in Westlands Area,7500000.0,Westlands,1,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-westlands-area-4029309,2026-07-21T13:29:04.658076,15.83041357850654,1.0,Premium,1
3 Bed Apartment with En Suite at Kirichwa Road,16120000.0,Kilimani,3,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kilimani-4029305,2026-07-21T13:29:04.658079,16.595571295042756,0.75,Mid,0
1 Bed Apartment with En Suite at Kileleshwa,5600000.0,Kileleshwa,1,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kileleshwa-4029304,2026-07-21T13:29:04.658082,15.538277155705378,1.0,Mid,0
1 Bed Apartment with Swimming Pool at Kileleshwa,5500000.0,Kileleshwa,1,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kileleshwa-4029303,2026-07-21T13:29:04.658085,15.5202586502027,1.0,Mid,0
2 Bed Apartment with En Suite in Kilimani,11280000.0,Kilimani,2,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kilimani-4029301,2026-07-21T13:29:04.658087,16.23854180403419,0.6666666666666666,Mid,0
1 Bed Apartment with Swimming Pool at Kirichwa Road,7320000.0,Kilimani,1,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kilimani-4029300,2026-07-21T13:29:04.658090,15.806120885937494,1.0,Mid,0
1 Bed Apartment with En Suite in Lavington,3000000.0,Lavington,1,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-lavington-4026100,2026-07-21T13:29:04.658093,14.914122846632385,1.0,Mid,0
2 Bed Apartment with En Suite in Lavington,6000000.0,Lavington,2,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-lavington-4028611,2026-07-21T13:29:04.658095,15.60727002719233,1.0,Mid,0
4 Bed Apartment with En Suite in Lavington,13000000.0,Lavington,4,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-lavington-4028550,2026-07-21T13:29:04.658098,16.38045991542581,0.8,Mid,0
4 Bed Apartment with En Suite in Kileleshwa,13000000.0,Kileleshwa,4,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kileleshwa-4026965,2026-07-21T13:29:04.658101,16.38045991542581,0.8,Mid,0
4 Bed Apartment with En Suite in Kilimani,13000000.0,Kilimani,4,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kilimani-4029299,2026-07-21T13:29:04.658104,16.38045991542581,1.0,Mid,0
3 Bed Apartment with En Suite in Kilimani,9000000.0,Kilimani,3,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kilimani-4029298,2026-07-21T13:29:24.259212,16.012735135300492,1.0,Mid,0
3 Bed Apartment with En Suite in Kilimani,10500000.0,Kilimani,3,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kilimani-4029297,2026-07-21T13:29:24.259225,16.166885815127753,1.0,Mid,0
4 Bed Apartment with En Suite in Westlands Area,18000000.0,Westlands,4,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-westlands-area-4029187,2026-07-21T13:29:24.259232,16.70588231586044,1.0,Premium,1
2 Bed Apartment with En Suite in Kilimani,6000000.0,Kilimani,2,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kilimani-4029296,2026-07-21T13:29:24.259236,15.60727002719233,1.0,Mid,0
2 Bed Apartment with En Suite in Kilimani,7000000.0,Kilimani,2,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kilimani-4029295,2026-07-21T13:29:24.259239,15.761420707019589,1.0,Mid,0
1 Bed Apartment with En Suite in Kilimani,3000000.0,Kilimani,1,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kilimani-4029293,2026-07-21T13:29:24.259242,14.914122846632385,1.0,Mid,0
1 Bed Apartment with En Suite in Kilimani,4000000.0,Kilimani,1,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kilimani-4029292,2026-07-21T13:29:24.259246,15.201804919084164,1.0,Mid,0
4 Bed Apartment with En Suite in Lavington,13500000.0,Lavington,4,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-lavington-4029186,2026-07-21T13:29:24.259249,16.41820024340866,1.0,Mid,0
4 Bed Apartment with En Suite in Westlands Area,17900000.0,Westlands,4,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-westlands-area-4029291,2026-07-21T13:29:24.259252,16.70031127081098,1.0,Premium,1
4 Bed Apartment with En Suite in Westlands Area,17900000.0,Westlands,4,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-westlands-area-4029290,2026-07-21T13:29:24.259256,16.70031127081098,1.0,Premium,1
3 Bed Apartment with En Suite in Westlands Area,11000000.0,Westlands,3,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-westlands-area-4029289,2026-07-21T13:29:24.259259,16.213405830762646,1.0,Premium,1
3 Bed Apartment with En Suite in Westlands Area,11000000.0,Westlands,3,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-westlands-area-4029288,2026-07-21T13:29:24.259262,16.213405830762646,1.0,Premium,1
4 Bed Apartment with En Suite in Kileleshwa,13500000.0,Kileleshwa,4,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kileleshwa-4029185,2026-07-21T13:29:24.259266,16.41820024340866,1.0,Mid,0
4 Bed Apartment with En Suite in Kilimani,13500000.0,Kilimani,4,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kilimani-4029179,2026-07-21T13:29:24.259269,16.41820024340866,1.0,Mid,0
3 Bed Apartment with En Suite in Westlands Area,13000000.0,Westlands,3,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-westlands-area-4029178,2026-07-21T13:29:24.259272,16.38045991542581,1.5,Premium,1
2 Bed Apartment with En Suite in Westlands Area,7000000.0,Westlands,2,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-westlands-area-4029287,2026-07-21T13:29:24.259276,15.761420707019589,1.0,Premium,1
2 Bed Apartment with En Suite in Westlands Area,7500000.0,Westlands,2,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-westlands-area-4029286,2026-07-21T13:29:24.259279,15.83041357850654,1.0,Premium,1
3 Bed Apartment with En Suite in Lavington,9000000.0,Lavington,3,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-lavington-4029177,2026-07-21T13:29:24.259282,16.012735135300492,1.5,Mid,0
3 Bed Apartment with En Suite in Kileleshwa,9000000.0,Kileleshwa,3,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kileleshwa-4029176,2026-07-21T13:29:24.259285,16.012735135300492,1.5,Mid,0
3 Bed Apartment with En Suite in Kilimani,9000000.0,Kilimani,3,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kilimani-4029174,2026-07-21T13:29:24.259289,16.012735135300492,1.5,Mid,0
2 Bed Apartment with En Suite in Westlands Area,7000000.0,Westlands,2,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-westlands-area-4029170,2026-07-21T13:29:24.259292,15.761420707019589,2.0,Premium,1
1 Bed Apartment with En Suite in Westlands Area,4000000.0,Westlands,1,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-westlands-area-4029284,2026-07-21T13:29:43.648483,15.201804919084164,1.0,Premium,1
1 Bed Apartment with En Suite in Westlands Area,4500000.0,Westlands,1,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-westlands-area-4029283,2026-07-21T13:29:43.648508,15.319587954740548,1.0,Premium,1
2 Bed Apartment with En Suite in Lavington,6000000.0,Lavington,2,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-lavington-4029169,2026-07-21T13:29:43.648515,15.60727002719233,2.0,Mid,0
2 Bed Apartment with En Suite in Kileleshwa,6000000.0,Kileleshwa,2,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kileleshwa-4029168,2026-07-21T13:29:43.648521,15.60727002719233,2.0,Mid,0
2 Bed Apartment with En Suite in Kilimani,6000000.0,Kilimani,2,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kilimani-4029167,2026-07-21T13:29:43.648527,15.60727002719233,2.0,Mid,0
1 Bed Apartment with En Suite in Westlands Area,4000000.0,Westlands,1,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-westlands-area-4029165,2026-07-21T13:29:43.648533,15.201804919084164,1.0,Premium,1
1 Bed Apartment with En Suite in Lavington,3000000.0,Lavington,1,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-lavington-4029163,2026-07-21T13:29:43.648539,14.914122846632385,1.0,Mid,0
1 Bed Apartment with En Suite in Kileleshwa,3000000.0,Kileleshwa,1,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kileleshwa-4029162,2026-07-21T13:29:43.648546,14.914122846632385,1.0,Mid,0
1 Bed Apartment with En Suite in Kilimani,3000000.0,Kilimani,1,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kilimani-4029159,2026-07-21T13:29:43.648551,14.914122846632385,1.0,Mid,0
3 Bed Apartment with En Suite in Muthaiga,39000000.0,Muthaiga,3,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-muthaiga-4029281,2026-07-21T13:29:43.648558,17.47907220409392,1.0,Premium,1
3 Bed Apartment with En Suite in Lavington,9000000.0,Lavington,3,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-lavington-4026904,2026-07-21T13:29:43.648563,16.012735135300492,1.0,Mid,0
1 Bed Apartment with En Suite in Lavington,3000000.0,Lavington,1,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-lavington-4026915,2026-07-21T13:29:43.648569,14.914122846632385,1.0,Mid,0
1 Bed Apartment with En Suite in Kileleshwa,4000000.0,Kileleshwa,1,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kileleshwa-4028594,2026-07-21T13:29:43.648575,15.201804919084164,1.0,Mid,0
2 Bed Apartment with En Suite in Kileleshwa,6000000.0,Kileleshwa,2,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kileleshwa-4026952,2026-07-21T13:29:43.648609,15.60727002719233,1.0,Mid,0
4 Bed Apartment with En Suite in Kilimani,13000000.0,Kilimani,4,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kilimani-4029274,2026-07-21T13:29:43.648618,16.38045991542581,1.0,Mid,0
4 Bed Apartment with En Suite in Kilimani,13000000.0,Kilimani,4,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kilimani-4029273,2026-07-21T13:29:43.648625,16.38045991542581,1.0,Mid,0
3 Bed Apartment with En Suite in Kilimani,9000000.0,Kilimani,3,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kilimani-4029272,2026-07-21T13:29:43.648633,16.012735135300492,1.0,Mid,0
3 Bed Apartment with En Suite in Kilimani,10500000.0,Kilimani,3,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kilimani-4029271,2026-07-21T13:29:43.648641,16.166885815127753,1.0,Mid,0
2 Bed Apartment with En Suite in Kilimani,6000000.0,Kilimani,2,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kilimani-4029269,2026-07-21T13:29:43.648649,15.60727002719233,1.0,Mid,0
2 Bed Apartment with En Suite in Kilimani,7000000.0,Kilimani,2,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kilimani-4029268,2026-07-21T13:29:43.648657,15.761420707019589,1.0,Mid,0
1 Bed Apartment with En Suite in Kilimani,3000000.0,Kilimani,1,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kilimani-4029266,2026-07-21T13:29:43.648665,14.914122846632385,1.0,Mid,0
1 Bed Apartment with En Suite in Kilimani,4000000.0,Kilimani,1,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kilimani-4029265,2026-07-21T13:29:43.648673,15.201804919084164,1.0,Mid,0
4 Bed Apartment with En Suite in Westlands Area,17900000.0,Westlands,4,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-westlands-area-4029264,2026-07-21T13:30:03.917086,16.70031127081098,1.0,Premium,1
4 Bed Apartment with En Suite in Westlands Area,17900000.0,Westlands,4,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-westlands-area-4029262,2026-07-21T13:30:03.917100,16.70031127081098,1.0,Premium,1
3 Bed Apartment with En Suite in Westlands Area,11000000.0,Westlands,3,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-westlands-area-4029261,2026-07-21T13:30:03.917104,16.213405830762646,1.0,Premium,1
3 Bed Apartment with En Suite in Westlands Area,11000000.0,Westlands,3,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-westlands-area-4029260,2026-07-21T13:30:03.917107,16.213405830762646,1.0,Premium,1
2 Bed Apartment with En Suite in Westlands Area,7000000.0,Westlands,2,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-westlands-area-4029259,2026-07-21T13:30:03.917110,15.761420707019589,1.0,Premium,1
2 Bed Apartment with En Suite in Westlands Area,7500000.0,Westlands,2,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-westlands-area-4029258,2026-07-21T13:30:03.917112,15.83041357850654,1.0,Premium,1
1 Bed Apartment with En Suite in Westlands Area,4000000.0,Westlands,1,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-westlands-area-4029257,2026-07-21T13:30:03.917115,15.201804919084164,1.0,Premium,1
1 Bed Apartment with En Suite in Westlands Area,4500000.0,Westlands,1,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-westlands-area-4029256,2026-07-21T13:30:03.917118,15.319587954740548,1.0,Premium,1
4 Bed Apartment with En Suite in Westlands Area,18000000.0,Westlands,4,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-westlands-area-4029158,2026-07-21T13:30:03.917121,16.70588231586044,1.0,Premium,1
4 Bed Apartment with En Suite in Lavington,13500000.0,Lavington,4,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-lavington-4029156,2026-07-21T13:30:03.917124,16.41820024340866,1.0,Mid,0
4 Bed Apartment with En Suite in Kileleshwa,13500000.0,Kileleshwa,4,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kileleshwa-4029155,2026-07-21T13:30:03.917126,16.41820024340866,1.0,Mid,0
4 Bed Apartment with En Suite in Kilimani,13500000.0,Kilimani,4,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kilimani-4029154,2026-07-21T13:30:03.917129,16.41820024340866,1.0,Mid,0
3 Bed Apartment with En Suite in Westlands Area,13000000.0,Westlands,3,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-westlands-area-4029153,2026-07-21T13:30:03.917132,16.38045991542581,1.5,Premium,1
3 Bed Apartment with En Suite in Lavington,9000000.0,Lavington,3,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-lavington-4029152,2026-07-21T13:30:03.917140,16.012735135300492,1.5,Mid,0
3 Bed Apartment with En Suite in Kileleshwa,9000000.0,Kileleshwa,3,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kileleshwa-4029151,2026-07-21T13:30:03.917143,16.012735135300492,1.5,Mid,0
3 Bed Apartment with En Suite in Kilimani,9000000.0,Kilimani,3,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kilimani-4029150,2026-07-21T13:30:03.917151,16.012735135300492,1.5,Mid,0
2 Bed Apartment with En Suite in Westlands Area,7000000.0,Westlands,2,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-westlands-area-4029148,2026-07-21T13:30:03.917156,15.761420707019589,2.0,Premium,1
2 Bed Apartment with En Suite in Lavington,6000000.0,Lavington,2,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-lavington-4029146,2026-07-21T13:30:03.917159,15.60727002719233,2.0,Mid,0
2 Bed Apartment with En Suite in Kileleshwa,6000000.0,Kileleshwa,2,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kileleshwa-4029144,2026-07-21T13:30:03.917163,15.60727002719233,2.0,Mid,0
2 Bed Apartment with En Suite in Kilimani,6000000.0,Kilimani,2,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kilimani-4029143,2026-07-21T13:30:03.917166,15.60727002719233,2.0,Mid,0
1 Bed Apartment with En Suite in Westlands Area,4000000.0,Westlands,1,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-westlands-area-4029141,2026-07-21T13:30:03.917169,15.201804919084164,1.0,Premium,1
2 Bed Apartment with En Suite in Westlands Area,7000000.0,Westlands,2,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-westlands-area-4029254,2026-07-21T13:30:03.917172,15.761420707019589,1.0,Premium,1
1 Bed Apartment with En Suite in Westlands Area,4000000.0,Westlands,1,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-westlands-area-4029253,2026-07-21T13:30:22.569836,15.201804919084164,1.0,Premium,1
1 Bed Apartment with En Suite in Lavington,3000000.0,Lavington,1,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-lavington-4029139,2026-07-21T13:30:22.569849,14.914122846632385,1.0,Mid,0
1 Bed Apartment with En Suite in Kileleshwa,3000000.0,Kileleshwa,1,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kileleshwa-4029137,2026-07-21T13:30:22.569852,14.914122846632385,1.0,Mid,0
1 Bed Apartment with En Suite in Kilimani,3000000.0,Kilimani,1,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kilimani-4029135,2026-07-21T13:30:22.569855,14.914122846632385,1.0,Mid,0
Serviced 1 Bed Apartment with En Suite in Kileleshwa,4980000.0,Kileleshwa,1,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kileleshwa-4029252,2026-07-21T13:30:22.569857,15.420940449000836,1.0,Mid,0
3 Bed Apartment with En Suite in Westlands Area,22650000.0,Westlands,3,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-westlands-area-4029093,2026-07-21T13:30:22.569860,16.935670409893316,1.5,Premium,1
Serviced 2 Bed Apartment with En Suite in Lavington,13200000.0,Lavington,2,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-lavington-4029251,2026-07-21T13:30:22.569863,16.3957273875566,0.6666666666666666,Mid,0
4 Bed Apartment with En Suite in Kilimani,13000000.0,Kilimani,4,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kilimani-4028488,2026-07-21T13:30:22.569866,16.38045991542581,1.0,Mid,0
3 Bed Apartment with En Suite in Kilimani,9000000.0,Kilimani,3,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kilimani-4027668,2026-07-21T13:30:22.569868,16.012735135300492,1.0,Mid,0
Serviced 1 Bed Apartment with En Suite in Gigiri,13000000.0,Gigiri,1,https://www.buyrentkenya.com/listings/furnished-1-bedroom-apartment-for-sale-gigiri-4029248,2026-07-21T13:30:22.569871,16.38045991542581,0.5,Premium,1
Serviced 2 Bed Apartment with En Suite in Westlands Area,13000000.0,Westlands,2,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-westlands-area-4029021,2026-07-21T13:30:22.569874,16.38045991542581,1.0,Premium,1
2 Bed Apartment with En Suite in Kilimani,6000000.0,Kilimani,2,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kilimani-4029246,2026-07-21T13:30:22.569876,15.60727002719233,1.0,Mid,0
2 Bed Apartment with En Suite in Kilimani,7000000.0,Kilimani,2,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kilimani-4029245,2026-07-21T13:30:22.569879,15.761420707019589,1.0,Mid,0
1 Bed Apartment with En Suite in Kilimani,3000000.0,Kilimani,1,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kilimani-4029244,2026-07-21T13:30:22.569882,14.914122846632385,1.0,Mid,0
1 Bed Apartment with En Suite in Kilimani,4000000.0,Kilimani,1,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kilimani-4029243,2026-07-21T13:30:22.569884,15.201804919084164,1.0,Mid,0
4 Bed Apartment with En Suite in Westlands Area,17900000.0,Westlands,4,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-westlands-area-4029242,2026-07-21T13:30:22.569887,16.70031127081098,1.0,Premium,1
4 Bed Apartment with En Suite in Westlands Area,17900000.0,Westlands,4,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-westlands-area-4029241,2026-07-21T13:30:22.569890,16.70031127081098,1.0,Premium,1
3 Bed Apartment with En Suite in Westlands Area,11000000.0,Westlands,3,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-westlands-area-4029240,2026-07-21T13:30:22.569892,16.213405830762646,1.0,Premium,1
3 Bed Apartment with En Suite in Westlands Area,11000000.0,Westlands,3,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-westlands-area-4029239,2026-07-21T13:30:22.569895,16.213405830762646,1.0,Premium,1
2 Bed Apartment with En Suite in Westlands Area,7000000.0,Westlands,2,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-westlands-area-4029237,2026-07-21T13:30:22.569898,15.761420707019589,1.0,Premium,1
2 Bed Apartment with En Suite in Westlands Area,7500000.0,Westlands,2,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-westlands-area-4029236,2026-07-21T13:30:22.569900,15.83041357850654,1.0,Premium,1
1 Bed Apartment with En Suite in Westlands Area,4000000.0,Westlands,1,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-westlands-area-4029235,2026-07-21T13:30:22.569903,15.201804919084164,1.0,Premium,1
1 Bed Apartment with En Suite in Westlands Area,4500000.0,Westlands,1,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-westlands-area-4029234,2026-07-21T13:30:43.338336,15.319587954740548,1.0,Premium,1
Serviced 1 Bed Apartment with En Suite in Westlands Area,12500000.0,Westlands,1,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-westlands-area-4029238,2026-07-21T13:30:43.338352,16.34123920227253,0.5,Premium,1
2 Bed Apartment with En Suite in Kilimani,6000000.0,Kilimani,2,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kilimani-4029198,2026-07-21T13:30:43.338355,15.60727002719233,2.0,Mid,0
4 Bed Apartment with En Suite in Westlands Area,18000000.0,Westlands,4,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-westlands-area-4029210,2026-07-21T13:30:43.338359,16.70588231586044,1.0,Premium,1
3 Bed Apartment with En Suite in Westlands Area,13000000.0,Westlands,3,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-westlands-area-4029209,2026-07-21T13:30:43.338362,16.38045991542581,1.5,Premium,1
1 Bed Apartment with En Suite in Westlands Area,4000000.0,Westlands,1,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-westlands-area-4029207,2026-07-21T13:30:43.338365,15.201804919084164,1.0,Premium,1
2 Bed Apartment with En Suite in Westlands Area,7000000.0,Westlands,2,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-westlands-area-4029208,2026-07-21T13:30:43.338369,15.761420707019589,2.0,Premium,1
4 Bed Apartment with En Suite in Kileleshwa,13500000.0,Kileleshwa,4,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kileleshwa-4029205,2026-07-21T13:30:43.338372,16.41820024340866,1.0,Mid,0
4 Bed Apartment with En Suite in Lavington,13500000.0,Lavington,4,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-lavington-4029206,2026-07-21T13:30:43.338375,16.41820024340866,1.0,Mid,0
4 Bed Apartment with En Suite in Kilimani,13500000.0,Kilimani,4,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kilimani-4029204,2026-07-21T13:30:43.338378,16.41820024340866,1.0,Mid,0
3 Bed Apartment with En Suite in Lavington,9000000.0,Lavington,3,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-lavington-4029203,2026-07-21T13:30:43.338382,16.012735135300492,1.5,Mid,0
